"STATION","NAME","DATE","DX32","DX70","DX90","EMNT","EMXT","TAVG","TMAX","TMIN"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-02","0","7","0","18","80","49.9","60.3","39.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-03","0","19","0","25","89","59.7","71.4","48.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-04","0","27","2","45","91","69.2","79.9","58.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-05","0","31","5","57","92","75.6","85.5","65.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-06","0","30","15","55","95","77.5","88.4","66.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-07","0","31","26","69","97","82.5","92.3","72.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-08","0","31","21","67","95","81.2","89.9","72.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-09","0","30","19","60","95","79.5","90.3","68.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-10","0","28","2","39","93","66.6","79.6","53.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-11","0","12","0","25","88","55.3","66.5","44.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-12","0","4","0","17","84","49.4","58.8","40.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-01","0","5","0","27","80","46.6","56.8","36.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-02","0","12","0","31","83","54.5","64.5","44.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-03","0","20","0","29","85","57.2","68.1","46.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-04","0","21","0","41","86","63.5","74.2","52.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-05","0","31","9","56","92","76.2","86.4","65.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-06","0","30","19","58","98","79.3","89.3","69.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-07","0","31","31","69","100","84.8","96.6","73.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-08","0","31","27","58","103","84.1","96.4","71.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-09","0","30","22","54","103","78.3","91.9","64.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-10","0","31","1","43","92","69.6","82.5","56.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-11","0","14","0","26","82","54.1","65.8","42.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-12","0","12","0","27","82","54.6","65.6","43.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-01","0","3","0","16","81","47.3","55.4","39.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-02","0","8","0","32","82","56.8","65.0","48.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-03","0","10","0","25","78","54.8","64.7","45.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-04","0","23","0","36","85","65.0","74.8","55.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-05","0","29","7","47","93","74.5","84.1","64.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-06","0","30","16","65","94","79.8","88.8","70.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-07","0","31","28","69","98","83.7","93.8","73.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-08","0","31","24","62","98","82.3","92.6","71.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-09","0","30","8","56","95","74.6","84.3","64.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-10","0","22","0","31","85","63.4","73.7","53.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-11","0","9","0","31","83","55.5","64.3","46.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-12","0","6","0","19","77","52.6","63.4","41.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-01","0","0","0","23","69","44.8","54.4","35.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-02","0","1","0","18","74","44.5","53.2","35.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-03","0","5","0","33","78","52.1","61.2","43.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-04","0","22","0","42","88","63.8","73.9","53.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-05","0","31","7","51","94","73.3","83.4","63.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-06","0","30","22","61","96","80.7","90.5","70.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-07","0","31","26","69","98","82.9","92.8","73.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-08","0","31","26","63","98","82.1","92.5","71.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-09","0","30","13","52","96","77.3","85.7","68.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-10","0","23","0","41","88","65.1","75.0","55.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-11","0","16","0","25","84","57.0","69.1","44.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-12","0","3","0","17","76","44.7","54.4","34.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1959-01","1","6","0","15","74","45.2","56.2","34.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1959-02","0","6","0","28","80","50.5","60.0","41.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1959-03","0","14","0","31","84","55.7","68.5","43.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1959-04","0","20","0","36","89","62.6","73.1","52.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1959-05","0","31","2","55","91","75.5","85.0","65.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1959-06","0","30","15","61","94","78.3","88.1","68.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1959-07","0","31","25","67","95","81.5","91.3","71.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1959-08","0","31","25","66","98","81.9","92.0","71.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1959-09","0","30","12","57","94","78.1","88.4","67.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1959-10","0","26","3","44","91","67.3","78.2","56.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1959-11","0","9","0","22","81","50.1","61.8","38.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1959-12","0","2","0","27","72","50.4","60.0","40.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1960-01","0","5","0","22","77","45.9","53.9","37.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1960-02","0","2","0","22","81","44.0","53.3","34.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1960-03","0","8","0","23","86","48.5","57.6","39.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1960-04","0","29","0","44","89","67.2","78.5","56.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1960-05","0","30","8","42","92","71.3","83.5","59.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1960-06","0","30","22","61","96","79.9","90.8","69.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1960-07","0","31","27","66","100","82.9","93.3","72.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1960-08","0","31","25","69","96","82.1","91.8","72.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1960-09","0","29","16","57","95","77.5","88.3","66.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1960-10","0","26","0","40","88","68.4","78.4","58.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1960-11","0","14","0","29","80","57.1","67.5","46.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1960-12","0","2","0","23","74","44.6","53.1","36.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1961-01","3","2","0","21","74","43.4","53.7","33.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1961-02","0","9","0","31","78","52.6","62.4","42.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1961-03","0","20","0","34","85","61.2","71.6","50.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1961-04","0","20","0","34","86","62.7","74.6","50.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1961-05","0","31","3","46","91","71.6","82.5","60.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1961-06","0","27","10","59","92","75.8","85.6","66.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1961-07","0","31","16","64","92","79.4","88.5","70.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1961-08","0","31","16","64","93","79.0","88.5","69.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1961-09","0","30","10","53","94","76.5","85.9","67.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1961-10","0","27","0","41","88","66.7","78.2","55.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1961-11","0","7","0","30","85","54.7","63.2","46.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1961-12","0","3","0","22","77","48.1","56.9","39.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1962-01","2","2","0","3","76","42.4","53.0","31.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1962-02","0","16","0","30","82","57.2","68.1","46.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1962-03","0","8","0","28","80","53.3","63.6","43.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1962-04","0","22","0","36","85","64.0","74.2","53.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1962-05","0","31","8","49","92","75.4","86.9","63.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1962-06","0","30","9","65","93","78.6","88.2","68.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1962-07","0","31","28","70","99","83.9","94.7","73.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1962-08","0","31","29","64","107","84.7","96.4","73.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1962-09","0","30","12","55","96","77.5","87.1","67.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1962-10","0","27","7","40","92","70.6","80.9","60.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1962-11","0","11","0","32","83","55.2","65.6","44.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1962-12","1","5","0","16","78","48.5","58.0","38.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1963-01","5","2","0","9","78","39.6","50.1","29.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1963-02","0","5","0","22","78","46.4","59.2","33.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1963-03","0","23","0","30","87","62.1","75.3","49.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1963-04","0","28","2","42","90","69.7","80.5","58.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1963-05","0","30","10","48","93","74.7","86.0","63.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1963-06","0","30","26","62","100","82.1","93.0","71.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1963-07","0","31","28","68","103","83.6","94.4","72.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1963-08","0","31","27","62","103","85.0","96.4","73.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1963-09","0","30","15","49","100","78.4","88.7","68.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1963-10","0","31","11","44","94","71.9","86.8","56.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1963-11","0","15","0","29","84","57.9","69.7","46.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1963-12","3","2","0","9","71","39.8","49.8","29.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1964-01","1","5","0","15","76","46.5","57.3","35.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1964-02","0","0","0","24","68","45.6","55.0","36.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1964-03","0","16","0","32","79","56.8","68.0","45.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1964-04","0","28","0","38","87","68.6","78.3","59.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1964-05","0","30","6","54","94","75.1","84.9","65.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1964-06","0","30","24","58","96","81.0","91.3","70.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1964-07","0","31","30","67","101","84.2","95.9","72.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1964-08","0","31","23","67","105","84.0","93.9","74.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1964-09","0","28","17","56","96","78.4","87.7","69.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1964-10","0","27","0","38","87","64.1","76.9","51.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1964-11","0","20","0","26","83","59.3","70.2","48.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1964-12","0","8","0","23","83","50.1","60.4","39.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1965-01","0","8","0","18","79","50.8","62.0","39.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1965-02","0","4","0","21","72","49.4","59.8","38.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1965-03","0","9","0","22","78","49.6","59.2","39.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1965-04","0","29","0","44","88","70.1","81.1","59.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1965-05","0","31","0","52","89","73.6","82.7","64.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1965-06","0","30","8","63","93","78.3","87.8","68.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1965-07","0","31","29","68","98","83.0","93.1","72.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1965-08","0","31","27","65","101","82.1","92.7","71.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1965-09","0","30","14","53","97","77.2","86.8","67.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1965-10","0","25","1","36","92","66.1","77.5","54.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1965-11","0","19","0","33","85","63.2","72.6","53.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1965-12","0","9","0","29","75","52.0","61.9","42.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1966-01","1","2","0","13","71","42.2","49.8","34.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1966-02","0","2","0","24","75","47.5","57.3","37.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1966-03","0","16","0","28","89","58.1","69.9","46.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1966-04","0","26","0","37","87","66.2","76.7","55.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1966-05","0","30","1","52","91","72.6","81.8","63.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1966-06","0","30","18","58","95","79.0","89.5","68.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1966-07","0","31","28","70","101","85.0","95.3","74.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1966-08","0","31","21","61","97","81.0","90.6","71.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1966-09","0","30","8","56","93","75.3","84.4","66.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1966-10","0","26","2","38","90","64.0","76.5","51.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1966-11","0","22","0","24","81","60.4","72.0","48.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1966-12","0","5","0","20","81","46.9","55.7","38.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1967-01","1","6","0","21","78","47.6","58.4","36.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1967-02","0","4","0","23","76","46.5","58.0","35.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1967-03","0","25","0","26","88","63.5","76.2","50.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1967-04","0","28","0","49","87","71.0","80.9","61.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1967-05","0","30","4","48","94","71.1","82.0","60.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1967-06","0","30","22","62","97","80.9","90.5","71.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1967-07","0","31","19","60","96","79.8","89.2","70.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1967-08","0","31","17","59","100","80.0","90.2","69.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1967-09","0","29","2","42","91","73.2","82.9","63.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1967-10","0","28","3","41","92","66.5","80.8","52.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1967-11","0","18","0","31","83","57.1","70.2","44.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1967-12","0","10","0","24","80","48.9","59.2","38.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1968-01","2","4","0","18","76","45.4","53.2","37.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1968-02","0","0","0","21","69","43.6","54.4","32.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1968-03","0","15","0","23","82","55.8","67.3","44.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1968-04","0","26","0","39","85","66.4","76.5","56.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1968-05","0","31","1","51","90","72.7","82.2","63.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1968-06","0","30","20","59","97","80.1","89.6","70.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1968-07","0","31","22","62","96","81.0","90.3","71.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1968-08","0","31","24","64","95","81.9","91.5","72.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1968-09","0","30","7","56","92","73.6","83.8","63.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1968-10","0","27","0","38","88","66.6","78.0","55.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1968-11","0","10","0","28","83","53.6","64.4","42.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1968-12","0","1","0","24","70","46.6","57.0","36.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1969-01","0","5","0","20","78","49.3","57.7","40.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1969-02","0","4","0","27","77","49.2","58.6","39.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1969-03","0","6","0","27","80","50.1","59.6","40.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1969-04","0","26","0","47","83","65.1","75.1","55.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1969-05","0","30","4","50","90","72.4","82.8","62.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1969-06","0","30","19","55","100","80.5","90.8","70.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1969-07","0","31","30","68","103","86.5","97.6","75.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1969-08","0","31","29","67","105","84.3","96.2","72.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1969-09","0","30","16","57","97","78.2","89.5","66.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1969-10","0","22","7","42","93","67.7","78.7","56.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1969-11","0","13","0","25","84","54.7","66.9","42.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1969-12","0","4","0","27","71","48.3","57.9","38.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1970-01","1","4","0","15","79","42.0","51.1","32.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1970-02","0","4","0","22","77","49.4","60.1","38.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1970-03","0","7","0","29","78","53.8","63.3","44.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1970-04","0","25","0","36","87","67.4","77.2","57.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1970-05","0","30","2","48","90","72.7","83.8","61.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1970-06","0","30","17","54","95","78.8","88.5","69.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1970-07","0","31","22","62","100","81.7","91.2","72.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1970-08","0","31","27","66","101","84.3","94.1","74.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1970-09","0","30","20","53","98","81.1","91.1","71.2"
