"STATION","NAME","DATE","DX32","DX70","DX90","EMNT","EMXT","TAVG","TMAX","TMIN"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1986-06","0","30","16","65","94","79.9","89.4","70.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1986-07","0","31","31","68","100","83.7","94.5","72.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1986-08","0","31","26","54","99","80.8","92.6","68.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1986-09","0","30","19","61","93","79.4","89.7","69.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1986-10","0","26","4","39","93","65.2","75.8","54.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1986-11","0","11","0","30","82","55.6","62.9","48.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1986-12","0","0","0","29","67","46.1","54.4","37.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1987-01","0","3","0","22","78","44.8","55.7","33.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1987-02","0","7","0","28","78","51.7","61.1","42.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1987-03","0","16","0","24","84","55.7","69.2","42.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1987-04","0","24","5","31","94","64.2","79.6","48.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1987-05","0","31","5","53","92","75.3","85.8","64.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1987-06","0","30","16","61","93","79.1","89.7","68.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1987-07","0","31","27","66","101","82.3","93.3","71.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1987-08","0","31","28","69","103","85.3","96.1","74.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1987-09","0","30","14","52","97","76.7","89.4","64.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1987-10","0","28","1","39","91","64.0","78.2","49.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1987-11","0","13","0","29","84","56.1","68.0","44.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1987-12","0","6","0","24","75","50.2","60.0","40.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1988-01","3","4","0","18","75","42.2","52.8","31.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1988-02","0","8","0","17","80","49.3","61.3","37.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1988-03","0","15","0","26","82","56.3","68.9","43.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1988-04","0","28","0","36","89","65.2","78.7","51.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1988-05","0","31","6","47","92","71.8","85.1","58.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1988-06","0","30","23","53","101","79.8","93.0","66.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1988-07","0","31","26","66","102","83.3","94.7","71.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1988-08","0","31","26","63","102","83.7","93.9","73.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1988-09","0","30","15","51","95","77.8","88.8","66.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1988-10","0","26","1","39","90","64.0","75.7","52.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1988-11","0","19","0","27","84","58.6","71.2","46.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1988-12","0","5","0","25","74","49.2","60.5","37.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1989-01","0","6","0","23","79","51.5","61.2","41.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1989-02","3","5","0","20","82","45.8","54.5","37.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1989-03","1","17","0","24","89","56.7","68.7","44.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1989-04","0","25","1","31","90","65.6","77.2","54.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1989-05","0","31","11","51","93","73.8","83.7","63.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1989-06","0","30","10","56","92","76.7","85.4","68.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1989-07","0","31","22","66","95","81.2","91.2","71.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1989-08","0","31","22","58","98","80.9","91.3","70.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1989-09","0","27","10","47","97","73.7","83.4","64.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1989-10","0","26","3","29","96","66.5","80.0","53.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1989-11","0","17","0","29","87","58.5","70.5","46.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1989-12","2","5","0","5","77","40.8","52.4","29.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1990-01","0","10","0","26","76","52.5","62.9","42.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1990-02","0","13","0","30","83","56.4","67.7","45.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1990-03","0","16","0","34","85","59.4","69.8","49.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1990-04","0","22","1","36","92","65.6","77.0","54.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1990-05","0","31","1","50","94","72.6","82.1","63.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1990-06","0","30","26","63","98","82.7","93.1","72.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1990-07","0","31","24","60","99","82.1","92.4","71.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1990-08","0","31","26","60","102","83.3","95.0","71.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1990-09","0","30","21","46","102","79.7","91.3","68.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1990-10","0","24","5","37","93","65.0","78.7","51.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1990-11","0","19","0","29","81","58.9","71.8","46.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1990-12","3","10","0","14","77","48.4","59.8","37.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1991-01","0","0","0","23","68","44.2","52.8","35.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1991-02","0","7","0","26","77","52.0","63.6","40.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1991-03","0","20","0","33","86","60.0","72.1","47.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1991-04","0","28","0","39","86","68.5","78.9","58.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1991-05","0","31","4","49","93","75.3","84.1","66.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1991-06","0","30","22","64","95","80.6","90.9","70.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1991-07","0","31","28","66","99","82.5","93.2","71.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1991-08","0","31","24","67","98","81.2","91.4","71.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1991-09","0","29","14","49","94","75.6","86.5","64.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1991-10","0","31","2","41","92","68.7","81.7","55.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1991-11","0","9","0","23","81","52.1","63.4","40.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1991-12","0","3","0","29","72","51.2","59.6","42.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1992-01","0","1","0","17","72","47.2","57.5","36.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1992-02","0","13","0","33","76","54.6","66.4","42.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1992-03","0","18","0","29","88","59.5","71.6","47.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1992-04","0","25","0","34","89","65.1","76.8","53.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1992-05","0","29","2","44","93","71.3","82.0","60.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1992-06","0","30","18","59","95","78.5","89.2","67.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1992-07","0","31","26","68","96","82.9","93.1","72.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1992-08","0","31","18","53","98","78.6","89.7","67.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1992-09","0","30","13","50","94","76.0","86.2","65.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1992-10","0","30","0","39","88","67.0","80.1","53.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1992-11","0","11","0","23","82","52.0","62.6","41.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1992-12","0","3","0","28","74","49.5","58.0","41.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1993-01","0","4","0","27","76","46.4","55.2","37.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1993-02","0","5","0","28","79","49.2","59.5","39.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1993-03","0","10","0","22","84","55.2","66.2","44.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1993-04","0","20","0","39","84","61.2","72.1","50.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1993-05","0","30","0","51","89","70.7","80.9","60.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1993-06","0","30","20","56","94","80.1","89.3","71.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1993-07","0","31","31","72","102","84.5","95.0","74.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1993-08","0","31","29","69","100","84.7","96.2","73.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1993-09","0","29","17","52","100","77.3","89.3","65.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1993-10","0","22","1","28","90","64.4","74.7","54.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1993-11","0","8","0","22","85","51.9","63.3","40.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1993-12","0","6","0","23","77","49.1","60.0","38.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1994-01","0","2","0","20","75","46.4","56.3","36.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1994-02","0","10","0","25","83","51.2","62.9","39.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1994-03","0","20","0","28","84","58.0","70.6","45.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1994-04","0","28","0","36","89","66.7","78.9","54.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1994-05","0","28","0","49","88","70.9","80.3","61.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1994-06","0","30","25","64","96","81.4","91.4","71.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1994-07","0","31","24","63","97","82.1","92.3","71.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1994-08","0","31","25","62","95","81.1","91.9","70.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1994-09","0","30","18","45","98","76.3","89.0","63.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1994-10","0","23","6","39","93","67.0","77.0","56.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1994-11","0","16","0","33","85","59.9","69.7","50.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1994-12","0","2","0","26","80","51.1","60.2","41.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1995-01","0","4","0","24","80","48.1","57.8","38.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1995-02","0","11","0","27","83","53.1","64.7","41.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1995-03","0","17","1","29","90","59.4","69.6","49.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1995-04","0","24","0","39","85","64.6","76.1","53.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1995-05","0","30","6","50","94","73.8","83.9","63.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1995-06","0","30","24","58","94","78.9","90.6","67.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1995-07","0","31","29","67","103","84.1","94.6","73.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1995-08","0","31","30","71","104","86.5","98.2","74.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1995-09","0","29","18","49","105","77.3","89.0","65.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1995-10","0","30","1","40","91","66.1","79.3","53.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1995-11","0","15","0","27","82","54.9","67.5","42.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1995-12","0","9","0","21","82","49.0","58.1","40.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1996-01","0","7","0","12","76","46.3","58.2","34.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1996-02","3","15","0","14","87","52.4","64.0","40.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1996-03","0","13","0","22","84","53.4","65.5","41.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1996-04","0","26","0","34","87","63.7","76.7","50.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1996-05","0","31","10","46","94","77.0","86.4","67.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1996-06","0","30","12","58","93","78.2","87.5","68.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1996-07","0","31","22","68","99","82.3","91.4","73.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1996-08","0","31","17","65","95","79.9","88.6","71.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1996-09","0","29","6","48","91","74.1","84.5","63.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1996-10","0","28","0","39","87","65.9","77.1","54.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1996-11","0","12","0","32","79","55.7","65.6","45.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1996-12","0","11","0","16","78","51.5","61.5","41.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1997-01","2","8","0","18","82","45.6","54.8","36.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1997-02","0","6","0","27","78","51.2","60.0","42.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1997-03","0","21","0","39","85","61.3","71.8","50.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1997-04","0","21","0","36","86","60.3","70.7","49.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1997-05","0","31","0","45","89","70.3","80.4","60.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1997-06","0","30","11","59","94","78.0","87.8","68.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1997-07","0","31","27","69","100","83.6","93.4","73.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1997-08","0","31","23","62","100","81.0","90.9","71.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1997-09","0","30","19","57","95","78.2","89.2","67.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1997-10","0","25","0","38","89","66.8","78.0","55.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1997-11","0","7","0","26","77","51.9","60.6","43.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1997-12","0","3","0","26","73","46.0","55.8","36.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1998-01","0","2","0","29","70","51.7","60.6","42.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1998-02","0","3","0","30","74","51.6","62.0","41.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1998-03","0","13","0","26","86","56.1","66.6","45.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1998-04","0","26","0","42","85","63.5","75.4","51.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1998-05","0","31","16","53","102","77.4","88.8","65.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1998-06","0","30","27","58","102","84.8","96.0","73.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1998-07","0","31","31","72","107","88.5","100.7","76.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1998-08","0","31","26","70","108","84.6","95.2","74.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1998-09","0","30","22","69","102","81.7","91.2","72.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1998-10","0","27","1","43","92","68.4","78.3","58.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1998-11","0","15","0","36","79","58.0","66.8","49.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1998-12","2","7","0","22","81","49.2","58.1","40.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1999-01","0","11","0","17","79","51.5","62.9","40.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1999-02","0","15","0","30","81","56.9","68.9","45.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1999-03","0","13","0","32","79","56.3","66.5","46.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1999-04","0","27","0","37","89","69.3","80.1","58.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1999-05","0","31","0","49","89","72.0","82.6","61.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1999-06","0","30","16","62","93","79.8","89.0","70.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1999-07","0","31","27","68","96","82.9","92.3","73.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1999-08","0","31","30","61","105","85.9","98.2","73.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1999-09","0","30","10","47","93","75.2","86.4","64.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1999-10","0","26","0","36","88","65.4","78.1","52.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1999-11","0","22","0","31","81","58.7","72.5","45.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1999-12","0","5","0","24","78","49.6","61.9","37.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2000-01","1","11","0","23","79","50.4","60.2","40.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2000-02","0","18","0","27","80","57.2","69.4","45.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2000-03","0","20","0","34","85","61.7","72.2","51.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2000-04","0","21","0","36","86","63.6","74.3","52.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2000-05","0","30","8","55","91","75.8","85.0","66.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2000-06","0","30","12","58","93","79.1","87.5","70.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2000-07","0","31","28","64","101","83.9","94.4","73.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2000-08","0","31","31","67","109","86.9","100.2","73.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2000-09","0","29","17","48","109","78.1","91.0","65.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2000-10","0","27","3","38","91","67.8","80.1","55.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2000-11","0","9","0","28","85","52.6","61.4","43.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2000-12","1","2","0","23","71","39.7","48.0","31.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2001-01","0","1","0","18","70","43.4","52.6","34.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2001-02","0","11","0","25","78","53.2","63.3","43.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2001-03","0","8","0","35","78","53.4","62.4","44.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2001-04","0","28","0","38","86","69.2","79.8","58.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2001-05","0","31","2","50","91","74.6","85.5","63.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2001-06","0","30","15","62","93","79.0","88.8","69.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2001-07","0","31","28","70","101","84.5","94.0","74.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2001-08","0","31","24","68","98","82.2","91.5","73.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2001-09","0","30","6","50","92","74.6","83.4","65.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2001-10","0","25","0","35","87","63.2","75.7","50.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2001-11","0","22","0","30","82","59.6","71.2","48.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2001-12","0","6","0","26","78","51.1","61.3","40.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2002-01","0","8","0","16","80","48.9","60.5","37.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2002-02","0","2","0","20","73","47.0","58.4","35.6"
