"STATION","NAME","DATE","DX32","DX70","DX90","EMNT","EMXT","TAVG","TMAX","TMIN"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2002-03","0","14","0","17","82","55.4","66.0","44.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2002-04","0","24","3","42","90","69.1","79.1","59.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2002-05","0","31","3","49","91","72.9","83.0","62.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2002-06","0","30","20","62","95","79.7","90.0","69.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2002-07","0","31","25","69","98","83.1","92.7","73.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2002-08","0","31","27","69","99","83.6","93.9","73.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2002-09","0","30","18","61","99","79.6","90.1","69.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2002-10","0","20","4","45","97","66.6","74.3","58.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2002-11","0","8","0","29","84","53.0","64.0","42.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2002-12","0","5","0","26","76","48.2","58.1","38.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2003-01","0","4","0","19","79","45.4","55.7","35.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2003-02","0","4","0","31","73","47.5","55.6","39.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2003-03","0","15","0","34","79","56.4","67.3","45.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2003-04","0","28","0","34","87","66.4","78.3","54.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2003-05","0","31","6","55","97","75.6","85.1","66.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2003-06","0","30","12","64","95","78.9","87.8","69.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2003-07","0","31","28","69","97","82.5","92.4","72.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2003-08","0","31","27","68","99","83.6","93.2","74.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2003-09","0","30","4","52","90","75.4","85.4","65.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2003-10","0","29","1","46","91","67.9","79.6","56.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2003-11","0","19","0","25","84","59.7","71.1","48.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2003-12","0","3","0","24","74","48.1","60.8","35.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2004-01","0","7","0","21","77","48.3","58.1","38.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2004-02","0","2","0","26","75","46.7","55.5","37.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2004-03","0","24","0","40","86","62.5","72.8","52.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2004-04","0","25","0","38","87","65.4","76.3","54.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2004-05","0","30","1","51","90","74.5","83.8","65.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2004-06","0","30","11","64","93","78.9","87.3","70.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2004-07","0","31","26","66","98","82.2","91.5","72.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2004-08","0","31","20","56","100","80.2","91.0","69.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2004-09","0","30","13","59","98","78.3","89.0","67.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2004-10","0","29","1","46","90","73.3","81.6","65.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2004-11","0","10","0","34","78","58.5","67.1","50.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2004-12","0","6","0","22","75","48.8","60.3","37.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2005-01","0","11","0","26","77","51.0","60.1","41.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2005-02","0","6","0","31","83","53.7","62.2","45.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2005-03","0","14","0","35","86","58.1","69.0","47.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2005-04","0","26","0","42","87","64.9","76.4","53.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2005-05","0","30","5","45","95","72.9","84.5","61.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2005-06","0","30","27","63","100","82.3","94.0","70.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2005-07","0","31","28","68","98","84.1","94.1","74.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2005-08","0","31","31","69","104","86.0","97.8","74.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2005-09","0","30","26","58","103","83.3","95.2","71.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2005-10","0","27","6","37","92","67.5","80.0","55.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2005-11","0","18","0","30","84","60.6","72.0","49.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2005-12","0","7","0","23","84","48.8","60.5","37.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2006-01","0","13","0","29","79","54.9","67.0","42.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2006-02","1","6","0","26","78","48.6","58.9","38.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2006-03","0","19","0","32","87","61.1","71.7","50.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2006-04","0","29","3","42","93","70.8","82.0","59.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2006-05","0","31","10","50","93","75.4","85.8","65.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2006-06","0","30","25","62","96","81.0","92.0","70.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2006-07","0","31","30","69","105","85.3","96.1","74.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2006-08","0","31","29","63","103","86.3","97.3","75.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2006-09","0","30","18","50","98","77.1","89.7","64.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2006-10","0","26","6","37","95","67.1","79.1","55.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2006-11","0","18","0","29","86","57.7","70.2","45.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2006-12","0","5","0","22","77","51.3","61.0","41.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2007-01","0","4","0","24","79","46.8","55.5","38.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2007-02","0","9","0","21","82","50.6","61.7","39.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2007-03","0","27","0","30","85","64.2","75.8","52.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2007-04","0","22","0","39","87","63.4","74.6","52.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2007-05","0","31","4","55","92","75.1","84.9","65.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2007-06","0","30","21","66","95","81.3","90.7","71.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2007-07","0","31","18","67","95","81.4","89.4","73.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2007-08","0","31","31","73","104","86.3","96.5","76.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2007-09","0","30","24","60","96","80.3","90.9","69.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2007-10","0","29","8","40","93","69.7","81.8","57.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2007-11","0","18","0","32","84","58.5","69.2","47.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2007-12","0","14","0","24","81","51.8","63.4","40.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2008-01","0","5","0","21","76","45.4","55.1","35.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2008-02","0","12","0","26","80","52.9","66.1","39.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2008-03","0","21","0","33","86","59.8","71.7","47.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2008-04","0","23","0","37","85","64.8","76.1","53.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2008-05","0","31","8","46","92","73.2","83.6","62.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2008-06","0","30","25","66","94","81.2","91.2","71.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2008-07","0","31","30","64","103","84.2","95.8","72.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2008-08","0","31","22","70","105","82.6","91.7","73.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2008-09","0","30","1","56","94","74.6","83.6","65.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2008-10","0","28","0","34","85","65.0","77.5","52.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2008-11","0","14","0","28","80","54.9","66.5","43.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2008-12","1","9","0","23","77","48.2","59.5","36.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2009-01","0","7","0","21","81","47.8","59.8","35.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2009-02","0","10","0","27","80","54.3","65.7","42.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2009-03","0","19","0","29","83","58.0","69.1","46.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2009-04","0","25","0","34","89","64.2","75.1","53.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2009-05","0","31","1","51","90","73.0","82.5","63.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2009-06","0","30","20","60","102","81.4","92.1","70.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2009-07","0","31","23","66","103","83.9","94.5","73.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2009-08","0","31","22","63","95","81.4","91.2","71.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2009-09","0","30","8","52","94","75.9","84.6","67.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2009-10","0","19","1","39","92","63.1","72.5","53.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2009-11","0","19","0","33","78","58.0","69.6","46.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2009-12","0","0","0","20","69","44.9","53.8","35.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2010-01","1","3","0","15","75","43.9","54.4","33.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2010-02","0","1","0","24","70","42.9","52.3","33.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2010-03","0","12","0","27","80","54.6","67.2","42.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2010-04","0","27","0","39","84","67.0","79.0","55.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2010-05","0","30","18","51","96","77.4","89.2","65.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2010-06","0","30","26","71","101","84.7","94.9","74.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2010-07","0","31","24","72","100","83.9","92.9","74.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2010-08","0","31","31","66","103","87.8","98.9","76.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2010-09","0","30","26","53","101","81.7","94.6","68.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2010-10","0","30","3","34","93","67.8","83.3","52.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2010-11","0","15","0","29","83","56.9","68.3","45.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2010-12","0","6","0","22","82","48.0","59.1","36.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2011-01","0","3","0","20","73","44.5","53.7","35.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2011-02","3","14","0","16","81","50.5","61.8","39.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2011-03","0","17","0","33","88","60.3","72.2","48.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2011-04","0","29","3","36","92","70.8","83.3","58.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2011-05","0","30","11","45","96","73.4","84.5","62.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2011-06","0","30","28","68","104","85.4","97.6","73.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2011-07","0","31","31","71","104","88.1","99.6","76.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2011-08","0","31","31","73","109","91.5","104.4","78.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2011-09","0","30","19","53","107","78.6","92.5","64.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2011-10","0","28","4","35","92","67.4","82.2","52.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2011-11","0","14","0","30","84","58.8","69.9","47.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2011-12","0","2","0","25","71","48.8","58.3","39.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2012-01","0","13","0","24","80","53.5","65.9","41.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2012-02","0","9","0","28","87","55.5","64.3","46.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2012-03","0","26","0","38","85","67.3","78.3","56.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2012-04","0","29","0","48","86","69.3","80.1","58.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2012-05","0","31","13","55","94","76.6","87.4","65.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2012-06","0","30","24","61","101","82.3","93.4","71.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2012-07","0","31","26","72","103","84.1","93.6","74.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2012-08","0","31","28","62","101","83.6","94.1","73.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2012-09","0","29","16","54","103","77.6","88.9","66.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2012-10","0","25","0","37","86","65.4","77.1","53.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2012-11","0","16","0","31","84","56.7","70.0","43.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2012-12","0","12","0","23","80","52.7","63.0","42.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2013-01","0","6","0","28","79","49.4","59.1","39.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2013-02","0","4","0","31","71","51.3","61.7","41.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2013-03","0","13","0","26","81","55.4","67.6","43.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2013-04","0","25","0","38","88","63.8","76.2","51.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2013-05","0","29","4","39","92","72.2","82.9","61.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2013-06","0","30","21","63","100","81.3","91.1","71.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2013-07","0","31","25","62","98","82.0","92.9","71.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2013-08","0","31","29","64","102","85.0","97.0","73.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2013-09","0","30","24","57","104","81.8","93.9","69.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2013-10","0","28","0","42","89","67.7","77.9","57.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2013-11","0","10","0","26","84","52.8","63.3","42.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2013-12","0","8","0","25","79","47.1","57.0","37.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2014-01","0","2","0","15","74","43.6","56.6","30.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2014-02","0","9","0","24","80","47.8","58.0","37.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2014-03","0","12","0","25","85","54.8","66.6","43.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2014-04","0","23","1","37","91","64.5","75.9","53.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2014-05","0","29","1","41","90","72.0","83.0","61.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2014-06","0","30","17","63","94","80.3","88.9","71.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2014-07","0","31","21","64","99","80.5","89.9","71.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2014-08","0","31","28","63","99","83.0","93.2","72.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2014-09","0","29","17","53","97","79.5","90.4","68.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2014-10","0","31","2","44","93","69.0","81.0","56.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2014-11","0","9","0","24","80","52.4","63.0","41.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2014-12","0","6","0","30","74","50.6","58.5","42.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2015-01","0","4","0","18","77","45.1","55.8","34.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2015-02","0","7","0","26","76","45.2","55.3","35.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2015-03","0","11","0","24","85","57.4","66.3","48.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2015-04","0","26","1","46","90","68.3","78.0","58.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2015-05","0","31","1","55","90","74.6","83.9","65.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2015-06","0","30","21","63","96","82.0","91.4","72.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2015-07","0","31","31","70","104","86.1","96.1","76.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2015-08","0","31","27","63","107","84.9","96.3","73.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2015-09","0","30","24","56","99","81.0","93.1","68.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2015-10","0","28","7","50","98","70.5","82.0","59.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2015-11","0","16","0","31","84","60.6","69.5","51.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2015-12","0","15","0","31","82","56.2","67.3","45.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2016-01","0","5","0","27","79","47.9","58.6","37.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2016-02","0","12","0","26","79","54.9","66.7","43.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2016-03","0","24","0","31","87","62.9","73.9","51.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2016-04","0","27","0","40","87","67.9","78.6","57.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2016-05","0","31","2","53","92","73.1","82.8","63.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2016-06","0","30","24","67","97","82.4","91.4","73.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2016-07","0","31","30","69","101","85.7","95.8","75.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2016-08","0","31","22","72","101","84.3","93.0","75.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2016-09","0","30","22","56","97","80.7","90.9","70.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2016-10","0","31","5","44","92","72.1","85.0","59.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2016-11","0","23","0","32","87","61.5","73.6","49.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2016-12","0","7","0","23","83","52.7","61.5","43.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2017-01","0","15","0","18","81","55.3","65.0","45.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2017-02","0","17","0","33","86","60.8","71.5","50.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2017-03","0","22","0","34","88","63.7","75.3","52.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2017-04","0","29","0","42","89","68.9","80.7","57.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2017-05","0","30","3","45","91","71.5","82.6","60.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2017-06","0","30","14","60","94","79.6","88.3","71.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2017-07","0","31","31","69","100","83.9","93.9","74.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2017-08","0","31","19","69","97","81.6","89.4","73.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2017-09","0","30","17","54","94","77.2","88.4","66.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2017-10","0","28","4","29","93","68.2","80.9","55.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","2017-11","0","20","0","30","88","61.1","72.6","49.5"
